schema,KPI_Label,Formula,KPI_Name,Properties_Key,report_name,Schema_Original,Description
apn,GGSN Outbound Packets Dropped due to ACL Filtering Total Number,(%outacl-drop%),kpi_GGSN_Outbound_Packets_Dropped_due_to_ACL_Filtering_Total_Number,wrnGGSNOutboundPacketsDropACLFiltering,StarOS KPI GGSN Outbound Packets Dropped due to ACL Filtering Total Number,APN,GGSN Outbound Packets Dropped due to ACL Filtering Total Number
apn,GGSN PDP Context Activation Success Rate Per APN,((((0.0) if (((%dyn-ipv4-success%+%dyn-ipv6-success%)==0)) else (1.0))) if (((%att-pdp-ctxt%)==0)) else ((%dyn-ipv4-success%+%dyn-ipv6-success%)/(%att-pdp-ctxt%))),kpi_GGSN_PDP_Context_Activation_Success_Rate_Per_APN,wrnKpiActivationSuccessRate,StarOS KPI GGSN PDP Context Activation Success Rate Per APN,APN,GGSN PDP Context Activation Success Rate Per APN
apn,GGSN PDP Context Current Number,(%sess-curr%),kpi_GGSN_PDP_Context_Current_Number,wrnKpiApnGGSNPDPContextCurrentNumber,StarOS KPI GGSN PDP Context Current Number,APN,GGSN PDP Context Current Number
apn,GGSN PDP Context Total Number - Rising,(%sess-tot%),kpi_GGSN_PDP_Context_Total_Number_Rising,wrnKpiGGSNPDPContextTotalNumber,StarOS KPI GGSN PDP Context Total Number,APN,GGSN PDP Context Total Number - Rising
apn,GGSN PDP Context Total Number - Falling,(%sess-tot%),kpi_GGSN_PDP_Context_Total_Number_Falling,wrnKpiGGSNPDPContextTotalNumber,StarOS KPI GGSN PDP Context Total Number,APN,GGSN PDP Context Total Number - Falling
apn,GGSN Received Packets Dropped Due to Bad Header Total Number,(%bad-hdr%),kpi_GGSN_Received_Packets_Dropped_Due_to_Bad_Header_Total_Number,wrnGGSNReceivedPacketsDroppedduetoBadHeader,StarOS KPI GGSN Received Packets Dropped due to Bad Header Total Number,APN,GGSN Received Packets Dropped Due to Bad Header Total Number
apn,GGSN Uplink Bytes Dropped Total Number,(%uplnk-bytes-drop%),kpi_GGSN_Uplink_Bytes_Dropped_Total_Number,wrnKPIGGSNUplinkBytesDroppedTotalNumber,StarOS KPI GGSN Uplink Bytes Dropped Total Number,APN,GGSN Uplink Bytes Dropped Total Number
apn,GGSN Uplink Bytes Total Number - Rising,(%uplnk-bytes%),kpi_GGSN_Uplink_Bytes_Total_Number_Rising,wrnGGSNUplinkBytesTotalNumber,StarOS KPI GGSN Uplink Bytes Total Number,APN,GGSN Uplink Bytes Total Number - Rising
apn,GGSN Uplink Bytes Total Number - Falling,(%uplnk-bytes%),kpi_GGSN_Uplink_Bytes_Total_Number_Falling,wrnGGSNUplinkBytesTotalNumber,StarOS KPI GGSN Uplink Bytes Total Number,APN,GGSN Uplink Bytes Total Number - Falling
apn,GGSN Uplink Packets Dropped Total Number,(%uplnk-drop%),kpi_GGSN_Uplink_Packets_Dropped_Total_Number,wrnKPIGGSNUplinkPacketsDroppedTotalNumber,StarOS KPI GGSN Uplink Packets Dropped Total Number,APN,GGSN Uplink Packets Dropped Total Number
apn,GGSN Uplink Packets Total Number - Rising,(%uplnk-pkts%),kpi_GGSN_Uplink_Packets_Total_Number_Rising,wrnGGSNUplinkPacketsTotalNumber,StarOS KPI GGSN Uplink Packets Total Number,APN,GGSN Uplink Packets Total Number - Rising
apn,GGSN Uplink Packets Total Number - Falling,(%uplnk-pkts%),kpi_GGSN_Uplink_Packets_Total_Number_Falling,wrnGGSNUplinkPacketsTotalNumber,StarOS KPI GGSN Uplink Packets Total Number,APN,GGSN Uplink Packets Total Number - Falling
apn,PGW APN Current Number of Sessions - System,(%sess-curr-all%),kpi_PGW_APN_Current_Number_of_Sessions_System,wrnsessCurrAllKpi,StarOS KPI PGW APN Current Number Of Sessions - System,APN,PGW APN Current Number of Sessions - System
apn,PGW APN IP Address Allocation Method Distribution - Static,(%addr-stat%),kpi_PGW_APN_IP_Address_Allocation_Method_Distribution_Static,wrnApnPDPContextIPAddrKpi,StarOS KPI PGW APN IP Address Allocation Method Distribution,APN,PGW APN IP Address Allocation Method Distribution - Static
apn,PGW APN IP Address Allocation Method Distribution - Pools Configured Locally,(%addr-lpool%),kpi_PGW_APN_IP_Address_Allocation_Method_Distribution_Pools_Configured_Locally,wrnApnPDPContextIPAddrKpi,StarOS KPI PGW APN IP Address Allocation Method Distribution,APN,PGW APN IP Address Allocation Method Distribution - Pools Configured Locally
apn,PGW APN IP Address Allocation Method Distribution - RADIUS Server,(%addr-rad%),kpi_PGW_APN_IP_Address_Allocation_Method_Distribution_RADIUS_Server,wrnApnPDPContextIPAddrKpi,StarOS KPI PGW APN IP Address Allocation Method Distribution,APN,PGW APN IP Address Allocation Method Distribution - RADIUS Server
apn,PGW APN IP Address Allocation Method Distribution - DHCP,(%addr-dhcp%),kpi_PGW_APN_IP_Address_Allocation_Method_Distribution_DHCP,wrnApnPDPContextIPAddrKpi,StarOS KPI PGW APN IP Address Allocation Method Distribution,APN,PGW APN IP Address Allocation Method Distribution - DHCP
apn,PGW APN IP Address Allocation Method Distribution - DHCP Relay,(%addr-dhcp-rly%),kpi_PGW_APN_IP_Address_Allocation_Method_Distribution_DHCP_Relay,wrnApnPDPContextIPAddrKpi,StarOS KPI PGW APN IP Address Allocation Method Distribution,APN,PGW APN IP Address Allocation Method Distribution - DHCP Relay
apn,PGW APN IP Address Allocation Method Distribution - No IP Addresses,(%addr-no-alloc%),kpi_PGW_APN_IP_Address_Allocation_Method_Distribution_No_IP_Addresses,wrnApnPDPContextIPAddrKpi,StarOS KPI PGW APN IP Address Allocation Method Distribution,APN,PGW APN IP Address Allocation Method Distribution - No IP Addresses
pgw,PGW EPS Bearers Modification - UE Initiated,(%sessstat-bearmod-ueinit%),kpi_PGW_EPS_Bearers_Modification_UE_Initiated,wrnSessionBearerModifiedKPI,StarOS KPI PGW EPS Bearers Modification - Distribution,PGW,PGW EPS Bearers Modification - UE Initiated
pgw,PGW EPS Bearers Modification - UE Initiated QOS,(%sessstat-bearmod-ueqos%),kpi_PGW_EPS_Bearers_Modification_UE_Initiated_QOS,wrnSessionBearerModifiedKPI,StarOS KPI PGW EPS Bearers Modification - Distribution,PGW,PGW EPS Bearers Modification - UE Initiated QOS
pgw,PGW EPS Bearers Modification - UE Initiated TFT,(%sessstat-bearmod-uetft%),kpi_PGW_EPS_Bearers_Modification_UE_Initiated_TFT,wrnSessionBearerModifiedKPI,StarOS KPI PGW EPS Bearers Modification - Distribution,PGW,PGW EPS Bearers Modification - UE Initiated TFT
pgw,PGW EPS Bearers Modification - Network Initiated,(%sessstat-bearmod-nwinit%),kpi_PGW_EPS_Bearers_Modification_Network_Initiated,wrnSessionBearerModifiedKPI,StarOS KPI PGW EPS Bearers Modification - Distribution,PGW,PGW EPS Bearers Modification - Network Initiated
pgw,PGW EPS Bearers Modification - Network Initiated QOS,(%sessstat-bearmod-nwqos%),kpi_PGW_EPS_Bearers_Modification_Network_Initiated_QOS,wrnSessionBearerModifiedKPI,StarOS KPI PGW EPS Bearers Modification - Distribution,PGW,PGW EPS Bearers Modification - Network Initiated QOS
pgw,PGW EPS Bearers Modification - Network Initiated TFT,(%sessstat-bearmod-nwtft%),kpi_PGW_EPS_Bearers_Modification_Network_Initiated_TFT,wrnSessionBearerModifiedKPI,StarOS KPI PGW EPS Bearers Modification - Distribution,PGW,PGW EPS Bearers Modification - Network Initiated TFT
pgw,PGW EPS Bearers Modification Failures - Network Initiated,(%sessstat-bearmodfail-nwinit%),kpi_PGW_EPS_Bearers_Modification_Failures_Network_Initiated,wrnSessionBearerModifiedNetworkFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - Network,PGW,PGW EPS Bearers Modification Failures - Network Initiated
pgw,PGW EPS Bearers Modification Failures - Network Initiated No Resource,(%sessstat-bearmodfail-nwnores%),kpi_PGW_EPS_Bearers_Modification_Failures_Network_Initiated_No_Resource,wrnSessionBearerModifiedNetworkFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - Network,PGW,PGW EPS Bearers Modification Failures - Network Initiated No Resource
pgw,PGW EPS Bearers Modification Failures - Network Initiated No Memory,(%sessstat-bearmodfail-nwnomem%),kpi_PGW_EPS_Bearers_Modification_Failures_Network_Initiated_No_Memory,wrnSessionBearerModifiedNetworkFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - Network,PGW,PGW EPS Bearers Modification Failures - Network Initiated No Memory
pgw,PGW EPS Bearers Modification Failures - Network Initiated System Failure,(%sessstat-bearmodfail-nwsysfail%),kpi_PGW_EPS_Bearers_Modification_Failures_Network_Initiated_System_Failure,wrnSessionBearerModifiedNetworkFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - Network,PGW,PGW EPS Bearers Modification Failures - Network Initiated System Failure
pgw,PGW EPS Bearers Modification Failures - Network Initiated TFT Semantic Error,(%sessstat-bearmodfail-nwsemtft%),kpi_PGW_EPS_Bearers_Modification_Failures_Network_Initiated_TFT_Semantic_Error,wrnSessionBearerModFailNwPktErrKPI,StarOS KPI PGW EPS Bearers Modification Failures - NW Error,PGW,PGW EPS Bearers Modification Failures - Network Initiated TFT Semantic Error
pgw,PGW EPS Bearers Modification Failures - Network Initiated TFT Syntax Error,(%sessstat-bearmodfail-nwsyntft%),kpi_PGW_EPS_Bearers_Modification_Failures_Network_Initiated_TFT_Syntax_Error,wrnSessionBearerModFailNwPktErrKPI,StarOS KPI PGW EPS Bearers Modification Failures - NW Error,PGW,PGW EPS Bearers Modification Failures - Network Initiated TFT Syntax Error
pgw,PGW EPS Bearers Modification Failures - Network Initiated Packet Filter Semantic Error,(%sessstat-bearmodfail-nwsempkt%),kpi_PGW_EPS_Bearers_Modification_Failures_Network_Initiated_Packet_Filter_Semantic_Error,wrnSessionBearerModFailNwPktErrKPI,StarOS KPI PGW EPS Bearers Modification Failures - NW Error,PGW,PGW EPS Bearers Modification Failures - Network Initiated Packet Filter Semantic Error
pgw,PGW EPS Bearers Modification Failures - Network Initiated Packet Filter Syntax Error,(%sessstat-bearmodfail-nwsynpkt%),kpi_PGW_EPS_Bearers_Modification_Failures_Network_Initiated_Packet_Filter_Syntax_Error,wrnSessionBearerModFailNwPktErrKPI,StarOS KPI PGW EPS Bearers Modification Failures - NW Error,PGW,PGW EPS Bearers Modification Failures - Network Initiated Packet Filter Syntax Error
pgw,PGW EPS Bearers Modification Failures - UE Initiated,(%sessstat-bearmodfail-ueinit%),kpi_PGW_EPS_Bearers_Modification_Failures_UE_Initiated,wrnSessionBearerModifiedUeFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - UE,PGW,PGW EPS Bearers Modification Failures - UE Initiated
pgw,PGW EPS Bearers Modification Failures - UE Initiated No Resource,(%sessstat-bearmodfail-uenores%),kpi_PGW_EPS_Bearers_Modification_Failures_UE_Initiated_No_Resource,wrnSessionBearerModifiedUeFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - UE,PGW,PGW EPS Bearers Modification Failures - UE Initiated No Resource
pgw,PGW EPS Bearers Modification Failures - UE Initiated TFT Semantic Error,(%sessstat-bearmodfail-uesemtft%),kpi_PGW_EPS_Bearers_Modification_Failures_UE_Initiated_TFT_Semantic_Error,wrnSessionBearerModifiedUeFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - UE,PGW,PGW EPS Bearers Modification Failures - UE Initiated TFT Semantic Error
pgw,PGW EPS Bearers Modification Failures - UE Initiated TFT Syntax Error,(%sessstat-bearmodfail-uesyntft%),kpi_PGW_EPS_Bearers_Modification_Failures_UE_Initiated_TFT_Syntax_Error,wrnSessionBearerModifiedUeFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - UE,PGW,PGW EPS Bearers Modification Failures - UE Initiated TFT Syntax Error
pgw,PGW EPS Bearers Modification Failures - UE Initiated Packet Filter Semantic Error,(%sessstat-bearmodfail-uesempkt%),kpi_PGW_EPS_Bearers_Modification_Failures_UE_Initiated_Packet_Filter_Semantic_Error,wrnSessionBearerModifiedUeFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - UE,PGW,PGW EPS Bearers Modification Failures - UE Initiated Packet Filter Semantic Error
pgw,PGW EPS Bearers Modification Failures - UE Initiated Packet Filter Syntax Error,(%sessstat-bearmodfail-uesynpkt%),kpi_PGW_EPS_Bearers_Modification_Failures_UE_Initiated_Packet_Filter_Syntax_Error,wrnSessionBearerModifiedUeFailKPI,StarOS KPI PGW EPS Bearers Modification Failures - UE,PGW,PGW EPS Bearers Modification Failures - UE Initiated Packet Filter Syntax Error
apn,PGW LTE Throughput per User DL,((%data-touseravg-bps%/(1000 * 1000))),kpi_PGW_LTE_Throughput_per_User_DL,wrnP-GWLTEthroughputperuserDL,StarOS KPI PGW LTE Throughput per User DL,APN,PGW LTE Throughput per User DL
apn,PGW LTE Throughput per User UL,((%data-fromuseravg-bps%/(1000 * 1000))),kpi_PGW_LTE_Throughput_per_User_UL,wrnP-GWLTEthroughputperuserUL,StarOS KPI PGW LTE Throughput per User UL,APN,PGW LTE Throughput per User UL
pgw,PGW UE Bearers Modified,(%sessstat-bearmod-ueinit%),kpi_PGW_UE_Bearers_Modified,wrnSessionBearerModified,StarOS PGW Modified Session Statistics,PGW,PGW UE Bearers Modified
pgw,PGW UE Bearers Modified QoS,(%sessstat-bearmod-ueqos%),kpi_PGW_UE_Bearers_Modified_QoS,wrnSessionBearerModified,StarOS PGW Modified Session Statistics,PGW,PGW UE Bearers Modified QoS
pgw,PGW UE Bearers Modified TFT,(%sessstat-bearmod-uetft%),kpi_PGW_UE_Bearers_Modified_TFT,wrnSessionBearerModified,StarOS PGW Modified Session Statistics,PGW,PGW UE Bearers Modified TFT
pgw,PGW Network Bearers Modified,(%sessstat-bearmod-nwinit%),kpi_PGW_Network_Bearers_Modified,wrnSessionBearerModified,StarOS PGW Modified Session Statistics,PGW,PGW Network Bearers Modified
pgw,PGW Network Bearers Modified QoS,(%sessstat-bearmod-nwqos%),kpi_PGW_Network_Bearers_Modified_QoS,wrnSessionBearerModified,StarOS PGW Modified Session Statistics,PGW,PGW Network Bearers Modified QoS
pgw,PGW Network Bearers Modified TFT,(%sessstat-bearmod-nwtft%),kpi_PGW_Network_Bearers_Modified_TFT,wrnSessionBearerModified,StarOS PGW Modified Session Statistics,PGW,PGW Network Bearers Modified TFT
pgw,PGW Network Bearers Modification Failed,(%sessstat-bearmodfail-nwinit%),kpi_PGW_Network_Bearers_Modification_Failed,wrnSessionBearerModifiedNetworkFail,StarOS PGW N/W Modification Failure Session Statistics,PGW,PGW Network Bearers Modification Failed
pgw,PGW Network Bearers Modification Failure No Resource,(%sessstat-bearmodfail-nwnores%),kpi_PGW_Network_Bearers_Modification_Failure_No_Resource,wrnSessionBearerModifiedNetworkFail,StarOS PGW N/W Modification Failure Session Statistics,PGW,PGW Network Bearers Modification Failure No Resource
pgw,PGW Network Bearers Modification Failure No Memory,(%sessstat-bearmodfail-nwnomem%),kpi_PGW_Network_Bearers_Modification_Failure_No_Memory,wrnSessionBearerModifiedNetworkFail,StarOS PGW N/W Modification Failure Session Statistics,PGW,PGW Network Bearers Modification Failure No Memory
pgw,PGW Network Bearers Modification Failure System Failure,(%sessstat-bearmodfail-nwsysfail%),kpi_PGW_Network_Bearers_Modification_Failure_System_Failure,wrnSessionBearerModifiedNetworkFail,StarOS PGW N/W Modification Failure Session Statistics,PGW,PGW Network Bearers Modification Failure System Failure
pgw,PGW Network Bearers Modification Failure TFT Semantic Error,(%sessstat-bearmodfail-nwsemtft%),kpi_PGW_Network_Bearers_Modification_Failure_TFT_Semantic_Error,wrnSessionBearerModifiedNetworkFail,StarOS PGW N/W Modification Failure Session Statistics,PGW,PGW Network Bearers Modification Failure TFT Semantic Error
pgw,PGW Network Bearers Modification Failure TFT Syntax Error,(%sessstat-bearmodfail-nwsyntft%),kpi_PGW_Network_Bearers_Modification_Failure_TFT_Syntax_Error,wrnSessionBearerModifiedNetworkFail,StarOS PGW N/W Modification Failure Session Statistics,PGW,PGW Network Bearers Modification Failure TFT Syntax Error
pgw,PGW UE Bearers Modification Failed,(%sessstat-bearmodfail-ueinit%),kpi_PGW_UE_Bearers_Modification_Failed,wrnSessionBearerModifiedUeFail,StarOS PGW UE Modification Failure Session Statistics,PGW,PGW UE Bearers Modification Failed
pgw,PGW UE Bearers Modification Failure No Resource,(%sessstat-bearmodfail-uenores%),kpi_PGW_UE_Bearers_Modification_Failure_No_Resource,wrnSessionBearerModifiedUeFail,StarOS PGW UE Modification Failure Session Statistics,PGW,PGW UE Bearers Modification Failure No Resource
pgw,PGW UE Bearers Modification Failure TFT Semantic Error,(%sessstat-bearmodfail-uesemtft%),kpi_PGW_UE_Bearers_Modification_Failure_TFT_Semantic_Error,wrnSessionBearerModifiedUeFail,StarOS PGW UE Modification Failure Session Statistics,PGW,PGW UE Bearers Modification Failure TFT Semantic Error
pgw,PGW UE Bearers Modification Failure TFT Syntax Error,(%sessstat-bearmodfail-uesyntft%),kpi_PGW_UE_Bearers_Modification_Failure_TFT_Syntax_Error,wrnSessionBearerModifiedUeFail,StarOS PGW UE Modification Failure Session Statistics,PGW,PGW UE Bearers Modification Failure TFT Syntax Error
pgw,PGW UE Bearers Modification Failure Packet Filter Semantic Error,(%sessstat-bearmodfail-uesempkt%),kpi_PGW_UE_Bearers_Modification_Failure_Packet_Filter_Semantic_Error,wrnSessionBearerModifiedUeFail,StarOS PGW UE Modification Failure Session Statistics,PGW,PGW UE Bearers Modification Failure Packet Filter Semantic Error
pgw,PGW UE Bearers Modification Failure Packet Filter Syntax Error,(%sessstat-bearmodfail-uesynpkt%),kpi_PGW_UE_Bearers_Modification_Failure_Packet_Filter_Syntax_Error,wrnSessionBearerModifiedUeFail,StarOS PGW UE Modification Failure Session Statistics,PGW,PGW UE Bearers Modification Failure Packet Filter Syntax Error
